sku,advertise,group,subsku1,subsku2,subsku3,subsku4,subsku5,subsku6,subsku7,subsku8,subsku9,subsku10,upc,collection,title,color1,color2,color3,color4,colorlink,fabric1,fabric2,fabric3,price,map,category,subcategory1,subcategory2,subcategory3,subcategory4,weight,height,width,depth,sizelink,class,description,feature 1,feature 2,feature 3,feature 4,feature 5,assembly,material1,material2,material3,material4,wood,origin,shipmethod,boxcount,boxweight,boxheight,boxwidth,boxdepth,box2weight,box2height,box2width,box2depth,box3weight,box3height,box3width,box3depth,box4weight,box4height,box4width,box4depth,box5weight,box5height,box5width,box5depth,box6weight,box6height,box6width,box6depth,box7weight,box7height,box7width,box7depth,box8weight,box8height,box8width,box8depth,box9weight,box9height,box9width,box9depth,estimatedship,shipnote,mainimage1,"mainimage2,mainimage3",setimage1,setimage2,setimage3,roomimage1,roomimage2,roomimage3,additionalimage1,additionalimage2,additionalimage3,additionalimage4,additionalimage5,additionalimage6,additionalimage7,additionalimage8,additionalimage9,additionalimage10,diagramimage1,diagramimage2,diagramimage3,swatchimage1,swatchimage2,swatchimage3,swatchimage4,swatchimage5,swatchimage6,swatchimage7,swatchimage8,swatchimage9,swatchimage10
4975-830,TRUE,4975PTBBRNSJF,,,,,,,,,,,796995071964,Dynamic Designs,Jefferson Swivel Bar Stool with Cushion Back,Brown Cherry,,,,,Ivory,,,$95.0,$199.0,Dining,Stool,Wood,,Bar Height,25.0,46.75,18.25,21.5,,,The brown cherry finished Jefferson Stool bridges the gap between transitional and traditional with its comfortable upholstered seat and back. The neutral ivory fabric compliments any décor.,Brown cherry finish,Upholstered seat and back,Neutral ivory fabric,,,,Wood, Vinyl,,,Rubber wood,Malaysia,Small Parcel,1.0,30.0,9.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,hh4975-830.jpg,,,,,,,,,,,,,,,,,,,hh4975-830.jpg,,,hh4975-830.jpg,,,,,,,,,
4975-830,TRUE,4975PTBBRNSJF,,,,,,,,,,,796995071964,Dynamic Designs,Jefferson Swivel Bar Stool with Cushion Back,Brown Cherry,,,,,Ivory,,,$95.0,$199.0,Dining,Stool,Wood,,Bar Height,25.0,46.75,18.25,21.5,,,The brown cherry finished Jefferson Stool bridges the gap between transitional and traditional with its comfortable upholstered seat and back. The neutral ivory fabric compliments any décor.,Brown cherry finish,Upholstered seat and back,Neutral ivory fabric,,,,Wood, Vinyl,,,Rubber wood,Malaysia,Small Parcel,1.0,30.0,9.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,hh4975-830.jpg,,,,,,,,,,,,,,,,,,,hh4975-830.jpg,,,hh4975-830.jpg,,,,,,,,,
4975-830,TRUE,4975PTBBRNSJF,,,,,,,,,,,796995071964,Dynamic Designs,Jefferson Swivel Bar Stool with Cushion Back,Brown Cherry,,,,,Ivory,,,$95.0,$199.0,Dining,Stool,Wood,,Bar Height,25.0,46.75,18.25,21.5,,,The brown cherry finished Jefferson Stool bridges the gap between transitional and traditional with its comfortable upholstered seat and back. The neutral ivory fabric compliments any décor.,Brown cherry finish,Upholstered seat and back,Neutral ivory fabric,,,,Wood, Vinyl,,,Rubber wood,Malaysia,Small Parcel,1.0,30.0,9.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,hh4975-830.jpg,,,,,,,,,,,,,,,,,,,hh4975-830.jpg,,,hh4975-830.jpg,,,,,,,,,
4975-840,TRUE,4975PTBBRNSJF,,,,,,,,,,,79699507194,Dynamic Designs,Dynamic Designs Pub Table - Top,Brown Cherry,,,,,,,,$85.0,,Dining,Table,Wood,,Bar Height,27.0,,36.0,36.0,,,,,,,,,,Wood,,,,,Malaysia,Small Parcel,1.0,32.0,5.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975-841,TRUE,4975PTBBRNSJF,,,,,,,,,,,796995073883,Dynamic Designs,Dynamic Designs Pub Table - Pedestal Base,Brown Cherry,,,,,,,,$50.0,,Dining,Table,Wood,,Bar Height,19.0,40.0,,,,,,,,,,,,Wood,,,,,Malaysia,Small Parcel,1.0,24.0,7.0,10.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975PTBBLK,TRUE,4975PTBBLK,4975-840,4975-842,,,,,,,,,796995927179,Dynamic Designs,Dynamic Designs Pub Table - Black/Brown Cherry,Brown Cherry,Black,,,,,,,$135.0,,Dining,Table,Wood,,Bar Height,46.0,40.0,36.0,36.0,,,"Who says fabulous designer looks only come at designer prices? The Hillsdale Furniture Dynamic Designs Bistro Collection offers any home owner the opportunity to add style to their homes without breaking the bank. The 36"" diameter table is available in either a brown cherry finish or in a two-toned brown cherry top with black base, lending itself to a myriad of looks as you choose the matching swivel stool that will best fit your home. ",Extremely versatile design.,Choose your own bar stool to create a look that is all your own,,,,,Wood,,,,"Rubber wood, Okume Veneer",Malaysia,Small Parcel,2.0,32.0,5.0,39.0,39.0,24.0,7.0,10.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,,,,,,,,,,,,,,,,,,,,,hh4975ptbblks2vd.jpg,,,hh4975ptbblks2vd.jpg,,,,,,,,,
4975-840,TRUE,4975PTBBLK,,,,,,,,,,,79699507194,Dynamic Designs,Dynamic Designs Pub Table - Top,Brown Cherry,Black,,,,,,,$85.0,,Dining,Table,Wood,,Bar Height,27.0,,36.0,36.0,,,,,,,,,,Wood,,,,,Malaysia,Small Parcel,1.0,32.0,5.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975-842,TRUE,4975PTBBLK,,,,,,,,,,,79699507389,Dynamic Designs,Dynamic Designs Pub Table - Pedestal Base,Brown Cherry,Black,,,,,,,$50.0,,Dining,Table,Metal,,Bar Height,19.0,40.0,,,,,,,,,,,,Wood,,,,,Malaysia,Small Parcel,1.0,24.0,7.0,10.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975PTBBLKS2VD,TRUE,4975PTBBLKS2VD,4975-831,4975-831,4975-840,4975-842,,,,,,,796995927186,Dynamic Designs,Van Draus 3-Piece Pub Set,Brown Cherry,Black,,,,,,,$325.0,,Dining,Dining Set,Wood,,Bar Height,96.0,46.75,36.0,36.0,,,"Who says fabulous designer looks only come at designer prices? The Hillsdale Furniture Dynamic Designs Bistro Collection offers any home owner the opportunity to add style to their homes without breaking the bank. The 36"" diameter table is available in either a brown cherry finish or in a two-toned brown cherry top with black base, lending itself to a myriad of looks as you choose the matching swivel stool that will best fit your home. ",Extremely versatile design.,Choose your own bar stool to create a look that is all your own,,,,,Wood,,,,"Rubber wood, Okume Veneer",Malaysia,Small Parcel,4.0,30.0,9.0,24.0,36.0,30.0,9.0,24.0,36.0,32.0,5.0,39.0,39.0,24.0,7.0,10.0,42.0,,,,,,,,,,,,,,,,,,,,,137.5,,hh4975ptbblks2vd.jpg,,,,,,,,,,,,,,,,,,,hh4975ptbblks2vd.jpg,,,hh4975ptbblks2vd.jpg,,,,,,,,,
4975-831,TRUE,4975PTBBLKS2VD,,,,,,,,,,,796995071988,Dynamic Designs,Van Draus Swivel Bar Stool,Black ,,,,,Black Vinyl,,,$95.0,$199.0,Dining,Stool,Wood,,Bar Height,25.0,46.75,18.25,21.5,,,The sophisticated Van Draus stool in an elegant black finish with black faux leather appeals to those with a more traditional style,Elegant black finish,Black faux leather ,Traditional style,,,,Metal, Vinyl,,,,Malaysia,Small Parcel,1.0,30.0,9.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,hh4975-831.jpg,,,,,,,,,,,,,,,,,,,hh4975-831.jpg,,,hh4975-831.jpg,,,,,,,,,
4975-831,TRUE,4975PTBBLKS2VD,,,,,,,,,,,796995071988,Dynamic Designs,Van Draus Swivel Bar Stool,Black ,,,,,Black Vinyl,,,$95.0,$199.0,Dining,Stool,Wood,,Bar Height,25.0,46.75,18.25,21.5,,,The sophisticated Van Draus stool in an elegant black finish with black faux leather appeals to those with a more traditional style,Elegant black finish,Black faux leather ,Traditional style,,,,Metal, Vinyl,,,,Malaysia,Small Parcel,1.0,30.0,9.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,hh4975-831.jpg,,,,,,,,,,,,,,,,,,,hh4975-831.jpg,,,hh4975-831.jpg,,,,,,,,,
4975-840,TRUE,4975PTBBLKS2VD,,,,,,,,,,,79699507194,Dynamic Designs,Dynamic Designs Pub Table - Top,Brown Cherry,Black,,,,,,,$85.0,,Dining,Table,Wood,,Bar Height,27.0,,36.0,36.0,,,,,,,,,,Wood,,,,,Malaysia,Small Parcel,1.0,32.0,5.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975-842,TRUE,4975PTBBLKS2VD,,,,,,,,,,,79699507389,Dynamic Designs,Dynamic Designs Pub Table - Pedestal Base,Brown Cherry,Black,,,,,,,$50.0,,Dining,Table,Metal,,Bar Height,19.0,40.0,,,,,,,,,,,,Wood,,,,,Malaysia,Small Parcel,1.0,24.0,7.0,10.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975PTBBLKSVD,TRUE,4975PTBBLKSVD,4975-831,4975-831,4975-831,4975-831,4975-840,4975-842,,,,,79699592819,Dynamic Designs,Van Draus 5-Piece Pub Set,Brown Cherry,Black,,,,,,,$515.0,,Dining,Dining Set,Wood,,Bar Height,146.0,46.75,36.0,36.0,,,"Who says fabulous designer looks only come at designer prices? The Hillsdale Furniture Dynamic Designs Bistro Collection offers any home owner the opportunity to add style to their homes without breaking the bank. The 36"" diameter table is available in either a brown cherry finish or in a two-toned brown cherry top with black base, lending itself to a myriad of looks as you choose the matching swivel stool that will best fit your home. ",Extremely versatile design.,Choose your own bar stool to create a look that is all your own,,,,,Wood,,,,"Rubber wood, Okume Veneer",Malaysia,Small Parcel,6.0,30.0,9.0,24.0,36.0,30.0,9.0,24.0,36.0,30.0,9.0,24.0,36.0,30.0,9.0,24.0,36.0,32.0,5.0,39.0,39.0,24.0,7.0,10.0,42.0,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975-831,TRUE,4975PTBBLKSVD,,,,,,,,,,,796995071988,Dynamic Designs,Van Draus Swivel Bar Stool,Black ,,,,,Black Vinyl,,,$95.0,$199.0,Dining,Stool,Wood,,Bar Height,25.0,46.75,18.25,21.5,,,The sophisticated Van Draus stool in an elegant black finish with black faux leather appeals to those with a more traditional style,Elegant black finish,Black faux leather ,Traditional style,,,,Metal, Vinyl,,,,Malaysia,Small Parcel,1.0,30.0,9.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,hh4975-831.jpg,,,,,,,,,,,,,,,,,,,hh4975-831.jpg,,,hh4975-831.jpg,,,,,,,,,
4975-831,TRUE,4975PTBBLKSVD,,,,,,,,,,,796995071988,Dynamic Designs,Van Draus Swivel Bar Stool,Black ,,,,,Black Vinyl,,,$95.0,$199.0,Dining,Stool,Wood,,Bar Height,25.0,46.75,18.25,21.5,,,The sophisticated Van Draus stool in an elegant black finish with black faux leather appeals to those with a more traditional style,Elegant black finish,Black faux leather ,Traditional style,,,,Metal, Vinyl,,,,Malaysia,Small Parcel,1.0,30.0,9.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,hh4975-831.jpg,,,,,,,,,,,,,,,,,,,hh4975-831.jpg,,,hh4975-831.jpg,,,,,,,,,
4975-831,TRUE,4975PTBBLKSVD,,,,,,,,,,,796995071988,Dynamic Designs,Van Draus Swivel Bar Stool,Black ,,,,,Black Vinyl,,,$95.0,$199.0,Dining,Stool,Wood,,Bar Height,25.0,46.75,18.25,21.5,,,The sophisticated Van Draus stool in an elegant black finish with black faux leather appeals to those with a more traditional style,Elegant black finish,Black faux leather ,Traditional style,,,,Metal, Vinyl,,,,Malaysia,Small Parcel,1.0,30.0,9.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,hh4975-831.jpg,,,,,,,,,,,,,,,,,,,hh4975-831.jpg,,,hh4975-831.jpg,,,,,,,,,
4975-831,TRUE,4975PTBBLKSVD,,,,,,,,,,,796995071988,Dynamic Designs,Van Draus Swivel Bar Stool,Black ,,,,,Black Vinyl,,,$95.0,$199.0,Dining,Stool,Wood,,Bar Height,25.0,46.75,18.25,21.5,,,The sophisticated Van Draus stool in an elegant black finish with black faux leather appeals to those with a more traditional style,Elegant black finish,Black faux leather ,Traditional style,,,,Metal, Vinyl,,,,Malaysia,Small Parcel,1.0,30.0,9.0,24.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,hh4975-831.jpg,,,,,,,,,,,,,,,,,,,hh4975-831.jpg,,,hh4975-831.jpg,,,,,,,,,
4975-840,TRUE,4975PTBBLKSVD,,,,,,,,,,,79699507194,Dynamic Designs,Dynamic Designs Pub Table - Top,Brown Cherry,Black,,,,,,,$85.0,,Dining,Table,Wood,,Bar Height,27.0,,36.0,36.0,,,,,,,,,,Wood,,,,,Malaysia,Small Parcel,1.0,32.0,5.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975-842,TRUE,4975PTBBLKSVD,,,,,,,,,,,79699507389,Dynamic Designs,Dynamic Designs Pub Table - Pedestal Base,Brown Cherry,Black,,,,,,,$50.0,,Dining,Table,Metal,,Bar Height,19.0,40.0,,,,,,,,,,,,Wood,,,,,Malaysia,Small Parcel,1.0,24.0,7.0,10.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808DTB48C,TRUE,4808DTB48C,4808-802,4808-802,4808-812,4808-813,,,,,,,796995923614,Embassy,Embassy Five-Piece Dining Set,Rubbed Black,Cherry,,,,,,,$430.0,,Dining,Dining Set,Wood,,Dining Height,129.0,40.0,48.0,48.0,,,"Featuring the classic combination of our rubbed black finish with a rich cherry table top, our Embassy Dining Collection is one of our crown jewels. Rich in traditional design, the woven laced wood back and tall rectangular chair silhouette combined with the graceful pedestal table base creates the impression of timeless elegance. This collection is sure to make a statement in your kitchen or dining room.",Rubbed black finish with cherry top,"Chairs have a wood, woven laced back",Table has a pedestal base,,,,Wood, Metal,,,Rubber wood,Vietnam,LTL,4.0,40.0,11.25,20.0,27.75,40.0,11.25,20.0,27.75,61.0,4.5,51.0,51.0,8.0,7.0,7.0,25.5,,,,,,,,,,,,,,,,,,,,,140.0,,hh4808dtb48c.jpg,,,,,,,,,,,,,,,,,,,hh4808dtb48c.jpg,,,hh4808dtb48c.jpg,,,,,,,,,
4808-802,TRUE,4808DTB48C,,,,,,,,,,,796995054219,Embassy,Embassy Dining Chairs - Set of 2,Rubbed Black,Cherry,,,,,,,$130.0,,Dining,Chair,Wood,Side Chair,Dining Height,17.5,40.0,23.0,19.25,,,,,,,,,,Wood, Metal,,,,Vietnam,Small Parcel,1.0,40.0,11.25,20.0,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808-802,TRUE,4808DTB48C,,,,,,,,,,,796995054219,Embassy,Embassy Dining Chairs - Set of 2,Rubbed Black,Cherry,,,,,,,$130.0,,Dining,Chair,Wood,Side Chair,Dining Height,17.5,40.0,23.0,19.25,,,,,,,,,,Wood, Metal,,,,Vietnam,Small Parcel,1.0,40.0,11.25,20.0,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808-812,TRUE,4808DTB48C,,,,,,,,,,,796995054226,Embassy,Embassy Round Pedestal Dining Table - Top,Rubbed Black,Cherry,,,,,,,$110.0,,Dining,Table,Wood,Round,Dining Height,56.0,,48.0,48.0,,,,,,,,,,Wood, Metal,,,,Vietnam,LTL,1.0,61.0,4.5,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808-813,TRUE,4808DTB48C,,,,,,,,,,,796995054448,Embassy,Embassy Round Pedestal Dining Table - Base,Rubbed Black,Cherry,,,,,,,$60.0,,Dining,Table,Wood,Round,Dining Height,3.0,30.0,,,,,,,,,,,,Wood, Metal,,,,Vietnam,Small Parcel,1.0,8.0,7.0,7.0,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808DTB48,TRUE,4808DTB48,4808-812,4808-813,,,,,,,,,796995917187,Embassy,Embassy Round Pedestal Dining Table,Rubbed Black,Cherry,,,,,,,$170.0,,Dining,Table,Wood,Round,Dining Height,59.0,30.0,48.0,48.0,,,"Featuring the classic combination of our rubbed black finish with a rich cherry table top, our Embassy Dining Collection is one of our crown jewels. Rich in traditional design, the table has a graceful pedestalbase, creating the impression of timeless elegance. This collection is sure to make a statement in your kitchen or dining room.",Rubbed black finish with cherry top,Table has a pedestal base,,,,,Wood, Metal,,,Rubber wood,Vietnam,LTL,2.0,61.0,4.5,51.0,51.0,8.0,7.0,7.0,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,hh4808dtb48c.jpg,,,hh4808dtb48c.jpg,,,,,,,,,
4808-812,TRUE,4808DTB48,,,,,,,,,,,796995054226,Embassy,Embassy Round Pedestal Dining Table - Top,Rubbed Black,Cherry,,,,,,,$110.0,,Dining,Table,Wood,Round,Dining Height,56.0,,48.0,48.0,,,,,,,,,,Wood, Metal,,,,Vietnam,LTL,1.0,61.0,4.5,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808-813,TRUE,4808DTB48,,,,,,,,,,,796995054448,Embassy,Embassy Round Pedestal Dining Table - Base,Rubbed Black,Cherry,,,,,,,$60.0,,Dining,Table,Wood,Round,Dining Height,3.0,30.0,,,,,,,,,,,,Wood, Metal,,,,Vietnam,Small Parcel,1.0,8.0,7.0,7.0,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808-802,TRUE,4808-802,,,,,,,,,,,796995054219,Embassy,Embassy Dining Chairs - Set of 2,,,,,,,,,$130.0,,Dining,Chair,Wood,Side Chair,Dining Height,17.5,40.0,23.0,19.25,,,,,,,,,,,,,,,Vietnam,Small Parcel,1.0,40.0,11.25,20.0,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884DTBC2,TRUE,4884DTBC2,4884-802,4884-802,4884-814,,,,,,,,796995923942,Englewood,Englewood 5-Piece Dining Set,Rubbed Black w,Brown Cherry,,,,,,,$430.0,,Dining,Dining Set,Wood,,Dining Height,209.0,38.25,72.0,40.0,,,"Sleek, clean, and refined, the Englewood gathering and dining table achieve elegance through simplicity. The transitional criss-cross back chairs and stools paired with our ever popular distressed black finish create the perfect combination of show-stopping style and timeless design. Add to the already pleasing picture of a tapered leg, cherry table top, and hardwood seats, and the Englewood collection becomes a pure classic. ",Tapered leg,Cherry table top,Criss-cross back chair,Distressed black finish,"Table measures 54"" without leaf, with leaf 72""",,Wood, MDF,,,,Vietnam,LTL,3.0,42.0,11.0,20.0,42.0,42.0,11.0,20.0,42.0,140.0,8.0,44.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884-802,TRUE,4884DTBC2,,,,,,,,,,,796995063105,Englewood,Englewood X-Back Side Chair - Set of 2,Rubbed Black w,Brown Cherry,,,,,,,$100.0,,Dining,Chair,Wood,X-Back,Dining Height,18.5,38.25,18.5,18.0,,,,,,,,,,Wood, MDF,,,,Vietnam,Small Parcel,1.0,42.0,11.0,20.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884-802,TRUE,4884DTBC2,,,,,,,,,,,796995063105,Englewood,Englewood X-Back Side Chair - Set of 2,Rubbed Black w,Brown Cherry,,,,,,,$100.0,,Dining,Chair,Wood,X-Back,Dining Height,18.5,38.25,18.5,18.0,,,,,,,,,,Wood, MDF,,,,Vietnam,Small Parcel,1.0,42.0,11.0,20.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884-814,TRUE,4884DTBC2,,,,,,,,,,,796995063112,Englewood,Englewood Rectangle Leg Extension Table w/Butterfly Leaf,Rubbed Black w,Brown Cherry,,,,,,,$230.0,,Dining,Table,Wood,Rectangle,Dining Height,135.0,30.5,72.0,40.0,,,,,,,,,,Wood, MDF,,,,Vietnam,LTL,1.0,140.0,8.0,44.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884DTBC3,TRUE,4884DTBC3,4884-802,4884-802,4884-802,4884-814,,,,,,,796995927452,Englewood,Englewood 7-Piece Dining Set,Rubbed Black w,Brown Cherry,,,,,,,$530.0,,Dining,Dining Set,Wood,,Dining Height,246.0,38.25,72.0,40.0,,,"Sleek, clean, and refined, the Englewood gathering and dining table achieve elegance through simplicity. The transitional criss-cross back chairs and stools paired with our ever popular distressed black finish create the perfect combination of show-stopping style and timeless design. Add to the already pleasing picture of a tapered leg, cherry table top, and hardwood seats, and the Englewood collection becomes a pure classic. ",Tapered leg,Cherry table top,Criss-cross back chair,Distressed black finish,"Table measures 54"" without leaf, with leaf 72""",,Wood, MDF,,,,Vietnam,LTL,4.0,42.0,11.0,20.0,42.0,42.0,11.0,20.0,42.0,42.0,11.0,20.0,42.0,140.0,8.0,44.0,59.0,,,,,,,,,,,,,,,,,,,,,205.0,,hh4884dtbc3.jpg,,,,,,,,,,,,,,,,,,,hh4884dtbc3.jpg,,,hh4884dtbc3.jpg,,,,,,,,,
4884-802,TRUE,4884DTBC3,,,,,,,,,,,796995063105,Englewood,Englewood X-Back Side Chair - Set of 2,Rubbed Black w,Brown Cherry,,,,,,,$100.0,,Dining,Chair,Wood,X-Back,Dining Height,18.5,38.25,18.5,18.0,,,,,,,,,,Wood, MDF,,,,Vietnam,Small Parcel,1.0,42.0,11.0,20.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884-802,TRUE,4884DTBC3,,,,,,,,,,,796995063105,Englewood,Englewood X-Back Side Chair - Set of 2,Rubbed Black w,Brown Cherry,,,,,,,$100.0,,Dining,Chair,Wood,X-Back,Dining Height,18.5,38.25,18.5,18.0,,,,,,,,,,Wood, MDF,,,,Vietnam,Small Parcel,1.0,42.0,11.0,20.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884-802,TRUE,4884DTBC3,,,,,,,,,,,796995063105,Englewood,Englewood X-Back Side Chair - Set of 2,Rubbed Black w,Brown Cherry,,,,,,,$100.0,,Dining,Chair,Wood,X-Back,Dining Height,18.5,38.25,18.5,18.0,,,,,,,,,,Wood, MDF,,,,Vietnam,Small Parcel,1.0,42.0,11.0,20.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884-814,TRUE,4884DTBC3,,,,,,,,,,,796995063112,Englewood,Englewood Rectangle Leg Extension Table w/Butterfly Leaf,Rubbed Black w,Brown Cherry,,,,,,,$230.0,,Dining,Table,Wood,Rectangle,Dining Height,135.0,30.5,72.0,40.0,,,,,,,,,,Wood, MDF,,,,Vietnam,LTL,1.0,140.0,8.0,44.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884DTBSG,TRUE,4884DTBSG,4884-835,4884-822,4884-822,,,,,,,,796995927889,Englewood,Englewood 5-Piece Counter Height Dining Set,Rubbed Black w,Brown Cherry,,,,,,,$460.0,,Dining,Dining Set,Wood,,Counter Height,216.0,41.0,54.0,54.0,,,"Sleek, clean, and refined, the Englewood gathering and dining table achieve elegance through simplicity. The transitional criss-cross back chairs and stools paired with our ever popular distressed black finish create the perfect combination of show-stopping style and timeless design. Add to the already pleasing picture of a tapered leg, cherry table top, and hardwood seats, and the Englewood collection becomes a pure classic. ",Tapered leg,Cherry table top,Criss-cross back chair,Distressed black finish,"Table measures 36"" without leaf, with leaf 56""",,Wood, MDF,,,,Vietnam,LTL,3.0,125.0,7.0,40.0,67.0,53.0,10.0,19.0,44.0,53.0,10.0,19.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,hh4884dtbsg9.jpg,,,hh4884dtbsg9.jpg,,,,,,,,,
4884-835,TRUE,4884DTBSG,,,,,,,,,,,796995063136,Englewood,"Englewood Rectangle Leg Extension Gathering Table w/18"" Butterfly Leaf",Rubbed Black w,Brown Cherry,,,,,,,$240.0,,Dining,Table,Wood,Rectangle,Counter Height,120.0,36.25,54.0,54.0,,,,,,,,,,Wood, MDF,,,,Vietnam,LTL,1.0,125.0,7.0,40.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884-822,TRUE,4884DTBSG,,,,,,,,,,,796995063129,Englewood,Englewood Counter Stool w/Solid Seat - Set of 2,Rubbed Black w,Brown Cherry,,,,,,,$110.0,,Dining,Stool,Wood,,Counter Height,24.0,41.0,17.5,18.0,,,,,,,,,,Wood, MDF,,,,Vietnam,Small Parcel,1.0,53.0,10.0,19.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884-822,TRUE,4884DTBSG,,,,,,,,,,,796995063129,Englewood,Englewood Counter Stool w/Solid Seat - Set of 2,Rubbed Black w,Brown Cherry,,,,,,,$110.0,,Dining,Stool,Wood,,Counter Height,24.0,41.0,17.5,18.0,,,,,,,,,,Wood, MDF,,,,Vietnam,Small Parcel,1.0,53.0,10.0,19.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
